node_id,lat,lon,alt
ESCAT0800000008242A,41.72722,1.8174998,237.79297
ESCAT0800000008739B,41.392498,1.7980558,230.46875
ESCAT0800000008810A,41.262215,1.7722218,47.851562
ESCAT1700000017856A,42.219997,2.5466669,375.0
ESCAT2500000025750A,41.786663,1.2949998,484.375
ESCAT1700000017300C,41.67833,2.7838888,30.273438
ESCAT4300000043480A,41.106384,1.1397219,42.48047
ESCAT2500000025280B,41.996662,1.5211108,669.9219
ESCAT0800000008393B,41.57444,2.526944,71.28906
ESCAT2500000025316A,41.785553,1.0186108,316.40625
ESCAT1700000017527A,42.475826,1.968333,1333.9844
ESCAT1700000017162A,41.962772,2.7374997,100.09766
ESCAT0800000008430D,41.602776,2.3111112,189.9414
ESCAT2500000025430A,41.544724,0.828056,254.88281
ESCAT0800000008224C,41.564163,1.9936106,321.77734
ESCAT2500000025654A,42.15222,0.94833297,520.9961
ESCAT2500000025287A,41.86583,1.606944,600.09766
ESCAT0800000008005A,41.405273,2.2066667,24.902344
ESCAT0800000008503A,41.97389,2.2380562,524.90234
ESCAT0800000008511C,42.03583,2.3674998,709.96094
ESCAT4300000043711A,41.278885,1.581389,165.03906
ESCAT4300000043720F,41.265835,1.5944439,140.13672
ESCAT0800000008211B,41.61861,2.093056,330.5664
ESCAT1700000017200C,41.916386,3.1663888,60.058594
ESCAT4300000043720D,41.281662,1.6141667,166.01562
ESCAT4300000043364D,41.278328,1.0025,762.20703
ESCAT1700000017401A,41.816948,2.515833,291.01562
ESCAT4300000043884A,41.22111,1.4402778,161.13281
ESCAT2500000025516A,42.27527,0.92805594,738.76953
ESCAT0800000008750C,41.410557,2.0225,63.964844
ESCAT0800000008214B,41.50305,2.1308327,120.11719
ESCAT0800000008224A,41.56667,2.0047224,299.3164
ESCAT1700000017490B,42.353607,3.1105554,65.42969
ESCAT2500000025600A,41.791943,0.812778,234.86328
ESCAT0800000008402A,41.599995,2.283056,189.9414
ESCAT0800000008786B,41.533054,1.6863891,339.35547
ESCAT0800000008191E,41.49055,2.0308328,129.88281
ESCAT1700000017535A,42.320274,2.1047215,1155.7617
ESCAT0800000008293C,41.562218,1.798333,409.66797
ESCAT0800000008188B,41.52611,2.308056,220.21484
ESCAT0800000008261A,41.913887,1.678611,519.53125
ESCAT0800000008208A,41.56277,2.1002777,209.96094
ESCAT4300000043540A,40.619446,0.5925,10.7421875
ESCAT0800000008695C,42.251663,1.8513888,797.85156
ESPVA1200000012500B,40.47,0.46805593,21.972656
ESCAT0800000008304B,41.553337,2.4511113,89.84375
ESARA2200000022540A,41.799995,0.41416693,254.88281
ESCAT4300000043204A,41.142498,1.1169437,92.77344
ESCAT1700000017001B,41.987217,2.8249996,75.68359
ESPVA0300000003710B,38.64527,0.039167,61.523438
ESPVA0300000003710A,38.663887,0.045832995,109.86328
ESPVA0300000003870A,38.704163,-0.41666695,600.09766
ESPVA0300000003660B,38.385277,-0.77,241.21094
ESPVA0300000003750A,38.790276,0.038889,54.6875
ESPVA0300000003400C,38.569443,-0.95527786,564.9414
ESPVA1200000012530A,39.888054,-0.084722,17.089844
ESPVA4600000046713A,38.94611,-0.16444398,26.367188
ESPVA4600000046850B,38.911663,-0.5469439,255.85938
ESPVA4600000046220C,39.336388,-0.47138894,69.82422
ESPVA4600000046837A,38.961384,-0.39972195,229.98047
ESPVA4600000046410A,39.213608,-0.313056,0.0
ESPVA4600000046022A,39.466385,-0.345556,24.902344
ESPVA0300000003801B,38.67583,-0.49861097,1355.957
ESPVA1200000012184A,40.261658,0.06861101,308.10547
ESPVA4600000046220B,39.366665,-0.45666692,67.87109
ESPVA0300000003181F,37.97722,-0.68416697,15.136719
ESIBA0700000107310B,39.775272,2.965556,128.41797
ESIBA0700000107500C,39.561108,3.2083328,103.02734
ESIBA0700000107141F,39.616947,2.774167,180.17578
ESIBA0700000107440A,39.796944,3.1049998,13.671875
ESPVA0300000003560B,38.431107,-0.39638895,44.921875
ESIBA0700000107340C,39.732494,2.7936108,825.6836
ESPVA4600000046820A,39.02222,-0.644722,220.21484
ESPVA0300000003780B,38.846107,-0.110278,55.17578
ESPVA4600000046894A,38.98583,-0.47083297,145.50781
ESARA4400000044559A,40.64833,-0.529722,1150.8789
ESPVA0300000003725B,38.741116,0.09666699,205.07812
ESPVA0300000003204A,38.256664,-0.70527786,82.03125
ESPVA1200000012600A,39.82583,-0.23222199,134.76562
ESPVA0300000003727A,38.73833,0.0,191.89453
ESCAT1700000017001A,41.98638,2.8138888,88.37891
ESPVA4600000046816B,39.003887,-0.56527793,120.11719
ESCAT4300000043890B,40.96916,0.891111,9.765625
ESPVA0300000003440B,38.60055,-0.599444,715.8203
ESCAT0800000008003F,41.385555,2.195556,20.996094
ESCAT4300000043830A,41.141384,1.4016668,0.9765625
ESCAT0800000008105B,41.518887,2.238333,125.0
ESCAT0800000008110D,41.48194,2.1869438,40.527344
ESCAT0800000008800F,41.221107,1.7219439,32.714844
ESCAT4300000043764A,41.175278,1.326111,54.6875
ESPVA4600000046119A,39.66333,-0.43166697,264.64844
ESCAT1700000017700A,42.423332,2.8711112,111.328125
ESIBA0700000107250B,39.717396,2.5880537,89.84375
ESCAT1700000017811A,42.157776,2.5099995,560.0586
ESCAT0800000008023C,41.421665,2.1199996,512.20703
ESCAT4300000043202B,41.15611,1.0991669,146.97266
ESCAT0800000008180E,41.812775,2.091111,734.375
ESCAT1700000017534C,42.348885,2.1613884,1241.2109
ESCAT1700000017489C,42.336662,3.2038884,16.113281
ESCAT0800000008469A,41.75444,2.3999999,435.0586
ESCAT0800000008275A,41.760273,2.0125,464.35547
ESCAT0800000008298A,41.64028,1.7908332,305.17578
ESCAT0800000008614A,42.05222,1.7727778,802.2461
ESCAT0800000008519D,41.94055,2.3175,544.9219
ESCAT0800000008310B,41.558884,2.3925,126.953125
ESCAT1700000017240G,41.83139,2.874722,120.60547
ESCAT4300000043330E,41.151665,1.0605557,146.97266
ESCAT2500000025341B,41.56055,1.1161112,462.89062
ESCAT1700000017539C,42.420273,1.882222,1129.3945
ESCAT1700000017490D,42.370556,3.151389,16.113281
ESCAT0800000008328E,41.4925,2.291389,279.78516
ESCAT0800000008328F,41.4925,2.2913888,290.52734
ESCAT0800000008269A,41.846664,1.7194444,319.33594
ESCAT1700000017457B,41.904446,2.7830553,137.20703
ESCAT1700000017178C,42.152493,2.4019444,470.70312
ESCAT4300000043427A,41.51722,1.2913889,705.0781
ESCAT0800000008698A,42.150555,1.8555553,575.1953
ESPVA4600000046728A,38.964172,-0.23222199,87.890625
ESPVA0300000003730E,38.789165,0.163056,12.207031
ESPVA0300000003730G,38.77111,0.15694399,20.507812
ESCAT1700000017723A,42.331337,2.8570797,99.609375
ESCAT0800000008588A,42.096664,2.1952775,636.71875
ESCAT0800000008017D,41.425552,2.0997217,320.3125
ESCAT0800000008020A,41.42361,2.2033336,29.296875
ESCAT0800000008736A,41.430553,1.5886109,549.8047
ESCAT0800000008230E,41.641106,2.0180554,1112.3047
ESCAT0800000008430G,41.582775,2.3286104,202.14844
ESPVA0300000003730H,38.761948,0.142222,49.316406
ESPVA4600000046661A,39.061108,-0.4508329,50.29297
ESPVA0300000003804B,38.69861,-0.47194394,560.0586
ESPVA0300000003801D,38.696663,-0.47222203,580.0781
ESCAT4300000043839A,41.16028,1.451389,0.9765625
ESPVA4600000046250A,39.194996,-0.506944,39.55078
YN,42.696598,0.80210996,1026.8555
ESCAT0800000008320D,41.484997,2.3322217,10.253906
ESPVA0300000003111B,38.475273,-0.44499996,185.0586
YQ,41.319256,2.137,7.3242188
ESCAT4300000043850C,41.05639,1.034167,11.71875
ESCAT0800000008870B,41.236664,1.8216668,18.066406
ESCAT0800000008018A,41.406666,2.1874998,35.64453
YR,41.23575,1.7314799,30.761719
ESPVA4600000046680B,39.18861,-0.436667,17.089844
ESPVA4600000046711A,38.95833,-0.12416699,2.9296875
ESPVA4600000046500A,39.67889,-0.27361098,70.3125
ESCAT1700000017100A,41.94,3.04,28.320312
ESCAT0800000008980D,41.375,2.016667,25.878906
ESARA4400000044394A,40.695827,-1.3458328,959.96094
ESCAT2500000025515A,42.47361,0.990833,1424.3164
ESCAT0800000008195B,41.46944,2.041667,109.86328
